#
# Transmission spectrum of HAT-P-41b
# ----------------------------------
#
# This transmission spectrum is the combined +1 and -1 spectral orders over two transit events.
#
# Data from Table 3 of Wakeford et al. (2018; https://ui.adsabs.harvard.edu/abs/2020AJ....159..204W/abstract)
#
# Column 1: Central wavelength (nm)
# Column 2: Transit depth (%) from systematic marginalization 
# Column 3: Error on depth (%) from systematic marginalization
#
205 1.07731 0.14700 
215 1.04749 0.09769 
225 1.11641 0.06163 
235 0.95137 0.08046 
245 1.09086 0.03881 
255 0.93706 0.08189 
265 1.05554 0.07504 
275 0.92522 0.06059 
285 0.95923 0.04902 
295 1.00307 0.02041 
305 1.06577 0.01350 
315 0.99512 0.02188 
325 1.05841 0.01795 
335 0.98227 0.01837 
345 0.99562 0.01689 
355 1.03245 0.01882 
365 1.00155 0.01805 
375 1.00250 0.01921 
385 1.04525 0.01217 
395 0.93250 0.03636 
405 1.03092 0.01341 
415 1.01568 0.01890 
425 1.03996 0.01103 
435 1.02160 0.00993 
445 1.02758 0.01111 
455 1.03755 0.01292 
465 1.03632 0.00862 
475 1.03320 0.01313 
485 1.02089 0.01256 
495 1.04370 0.01210 
505 1.03363 0.01274 
515 1.06672 0.01122 
525 1.02409 0.01215 
535 1.03226 0.00823 
545 1.05347 0.01105 
555 1.04829 0.01132 
565 1.04683 0.01666 
575 1.03509 0.01478 
585 1.07381 0.01539 
595 1.04651 0.01203 
605 1.04134 0.01189 
615 1.03707 0.01348 
625 1.01444 0.01252 
635 1.01662 0.01658 
645 1.02919 0.01724 
655 1.06727 0.01847 
665 1.00227 0.01846 
675 1.03065 0.01782 
685 1.01072 0.01601 
695 1.01402 0.02043 
705 1.07414 0.01838 
715 1.03237 0.02539 
725 1.04279 0.02215 
735 1.02738 0.01973 
745 1.04238 0.01927 
755 1.04771 0.02398 
765 1.06149 0.01834 
775 1.05751 0.02014 
785 1.10846 0.02307 
